PL_target,PL_pred
115.7627,119.5180912
122.5733,118.7039169
81.9267,89.45295787
113.2005,123.7836051
93.5282,117.1065525
131.6461,125.3421969
112.1752,109.8706584
119.8725,115.9550603
113.5061,120.7403492
101.696,99.09618904
81.12666667,89.92657682
131.4533333,126.0712906
112.8117204,103.0101203
101.3773958,86.23618997
128.4206061,117.4954133
121.2933333,126.1046139
122.3192708,120.946615
130.4533333,120.0143191
83.67333333,90.39721655
91.54104762,81.09161968
96.37895833,94.36339118
127.7942708,109.0586857
127.3166667,120.6651588
96.18151515,97.63967961
117.3552778,120.2941028
126.4833333,120.3333438
113.2603226,122.3636457
125.3509091,128.2411202
87.71363636,95.38082704
100.0534375,111.2791987
122.0567647,118.4444459
89.61483871,90.84107209
124.6671875,115.6028069
71.09,91.32998216
122.52,121.958624
104.1031183,88.89354224
94.43572917,93.95979672
102.6148485,124.106112
130.13,121.6198002
133.0957576,111.0674608
96.69393939,92.19714639
125.8545455,121.0691445
128.7582796,119.672692
126.6904167,111.1780402
113.1951961,88.36257895
100.8115152,91.75291836
109.3286022,94.05258578
103.2347917,121.8736994
134.2866667,130.3868557
113.2684314,114.0853578
132.3846667,111.701417
113.2597917,125.4336653
101.6445455,92.20505471
124.311828,121.5536523
137.3869892,117.3522958
84.02333333,92.70929349
129.6833333,122.8959224
113.8669697,112.6076321
95.88760417,92.65477797
130.2714943,117.9305212
127.6829032,125.8609509
124.6433333,124.5152296
106.6,97.87914505
129.3588235,124.412205
94.73290323,95.87378728
102.18625,114.1972896
120.6593939,122.8861575
128.54,131.8413358
131.58,124.1623882
108.1654545,95.45099086
130.6575269,123.5535029
116.4998958,113.7426669
126.4742157,115.8536546
115.1381818,107.6571263
107.4239394,127.4070834
100.0377083,93.54729541
111.3433333,104.7618703
134.2092157,119.0800428
111.8926042,95.91265239
137.3166667,124.1689383
121.0056989,114.3068656
87.32666667,84.31536046
122.2766667,116.4386133
90.76133333,96.55461442
115.4626882,96.37219308
105.0233333,99.3503672
121.2433333,115.996476
114.5048958,94.90256802
135.6783333,124.7822528
133.2733333,133.9157773
101.4289216,99.3503672
101.5710753,94.4310547
124.8659375,115.0048088
133.1266667,127.0356062
113.1254545,96.82967769
101.0666667,99.83657504
110.324375,95.34587872
104.2602857,101.6166657
137.2767742,125.3935113
134.54,134.6151248
103.4180645,116.4905379
137.0925,114.7936228
116.0951613,110.768008
99.77,95.84659253
106.3814583,95.78719518
113.4162745,126.5218097
124.3073958,124.6828761
102.5827083,100.3207887
134.6721569,115.3016321
108.4509091,91.63859307
135.7545098,121.3533426
134.3733333,135.3504752
131.3942708,129.9836576
130.0633333,128.2835716
119.1712121,93.08795741
105.2595833,96.2265765
107.8539216,102.6171663
122.4058333,116.5430853
111.7205208,127.1775832
127.6087619,118.7578731
108.2405747,92.03872006
102.2983333,95.74142055
123.7623958,126.8315913
128.91125,116.6609873
125.195,130.6638548
111.8879412,96.66407919
135.1135484,127.2155551
113.745625,127.8314781
134.89,136.7014355
109.6563636,99.13868944
123.8329167,117.2093248
103.4966667,101.7620422
125.84,118.6097286
100.876381,103.6101498
115.655,117.6496883
110.4515447,111.1452196
102.8487879,99.59734758
130.1413542,126.2654787
107.3889247,131.9380417
102.1612381,96.60550624
129.1866667,137.4322262
84.46,97.16084071
91.61,97.59530802
123.9025,118.2003047
120.0947059,120.4773726
111.2890909,111.6359892
130.7288889,117.3148711
110.1996875,132.5777919
112.4808824,109.1317363
132.79,129.7571782
102.2266667,102.7139239
124.9541667,129.0211639
92.26878788,102.7139239
92.55843137,100.509395
95.78698925,97.46249852
123.8180952,108.0918243
115.1931579,121.6150033
97.9946875,103.1873274
129.7993939,128.0230294
130.655625,118.3109453
114.9597143,94.01222295
100.0657576,97.88845737
127.8133333,131.9840253
110.9415625,138.2271887
133.2458065,130.2164422
132.2483333,130.2164422
101.09875,131.0745873
120.075,129.113853
104.8753125,105.4559525
100.4637143,103.6591009
100.3615152,120.9847003
131.96,140.1832815
136.525,131.5891312
122.060303,134.7084605
112.5,100.8638816
123.7933333,121.1785521
119.2730303,120.3860038
123.0122523,122.7461119
90.419,101.5746128
106.039697,135.1200265
100.2195833,98.73552858
86.70333333,99.31641089
118.841982,120.4637868
133.8933333,133.2043287
117.8033333,96.30428844
111.36,104.5979308
133.7933333,141.5078768
103.8008333,88.35122628
118.2921905,123.3093287
112.3755333,114.0649108
103.1324242,104.5979308
104.3848958,99.15672673
135.0298039,126.3600015
107.5890909,107.0322069
105.5462745,133.0010413
109.110303,106.7003658
103.8355914,102.7609554
100.8844762,122.6425329
134.515619,130.3437926
114.2778495,95.5613594
92.67,100.1675224
89.64333333,100.5908611
127.2221212,122.0089013
110.0541667,133.6402102
96.21855856,89.00071206
135.1302151,120.7733402
111.667193,117.71524
112.3410784,95.94488174
107.9032292,137.0103255
135.8693137,127.454929
134.0848485,133.1775841
99.12619048,89.32329462
122.9447126,111.5054841
124.8391228,135.6799952
105.0052083,103.6510411
135.4127451,131.4952229
102.780303,118.283908
131.5563636,133.8962852
121.3248333,97.87493505
88.38666667,101.4332911
133.376,133.765489
102.8830392,106.4578438
107.6182051,113.916318
132.4333333,144.2630193
